;index;EngNames;Language;Group;Family;glottocode;dialect;classes;source;source_bibtex;Lat;Lon
0;255;Khaput;Kryz;Lezgic;Nakh-Daghestanian;xapu1238;;4;[Hewitt and Harris 1994: 409];saadiev1994;41.142778;48.194444
1;15;Alyk;Kryz;Lezgic;Nakh-Daghestanian;alyk1236;аликский;4;[Ihilov 1967: 9-15];ihilov1967;41.1775;48.23694
2;303;Khynalyg;Khinalugh;Khinalugh;Nakh-Daghestanian;khin1240;;4;[Kibrik 1972: 5];kibrik1972;41.17778;48.12694000000001
3;60;Budug;Budukh;Lezgic;Nakh-Daghestanian;budu1249;будухский;4;[Ihilov 1967: 9-15];ihilov1967;41.18611;48.36861
4;116;Dzhek;Kryz;Lezgic;Nakh-Daghestanian;dzhe1238;джекский;4;[Ihilov 1967: 9-15];ihilov1967;41.19694000000001;48.24167
5;317;Kryz;Kryz;Lezgic;Nakh-Daghestanian;kryt1240;;4;[Ihilov 1967: 9-15];ihilov1967;41.21556;48.24667
6;133;Fiy;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.289126;47.564416
7;510;Tekipirkent;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.34201;47.88615
8;220;Kaladzhukh;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.366176;47.908075
9;382;Mikrakh;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.37481;47.882489
10;271;Khnov;Rutul;Lezgic;Nakh-Daghestanian;rutu1240;рутульский;4;[Ihilov 1967: 9-15];ihilov1967;41.378607;47.443605
11;228;Karakyure;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.417413;47.962618
12;113;Dzhaba;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.424175;47.775397
13;581;Usukhchay;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.424736;47.922987
14;7;Akhty;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.45904;47.746695
15;270;Khkem;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.4723;47.76363
16;215;Kaka;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.478513;47.636857
17;359;Lutkun;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.4844;47.6861
18;284;Khryug;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.4892;47.6044
19;616;Zrykh;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.49105;47.564736
20;393;Mugergan;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.519797;48.175977
21;304;Kiche;Rutul;Lezgic;Nakh-Daghestanian;rutu1240;мухадский;4;[Ibragimov 1978: 13-15];ibragimov1978;41.53146;47.48171
22;599;Yalak;Lezgian;Lezgic;Nakh-Daghestanian;akht1238;ахтынский;0;[Ihilov 1967: 9-15];ihilov1967;41.532245;47.605391
23;449;Rutul;Rutul;Lezgic;Nakh-Daghestanian;rutu1240;рутульский;4;[Ihilov 1967: 9-15];ihilov1967;41.5342;47.4269
24;308;Kirka;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.5369;48.1894
25;480;Shtul;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.554702;47.919293
26;209;Kabir;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.5592;48.0444
27;165;Gil'yar;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.559978;48.256089
28;199;Ikra;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.5633;48.0094
29;324;Kufa;Rutul;Lezgic;Nakh-Daghestanian;rutu1240;мухадский;4;[Ibragimov 1978: 13-15];ibragimov1978;41.564115;47.376937
30;219;Kala;Rutul;Lezgic;Nakh-Daghestanian;rutu1240;мухадский;4;[Ibragimov 1978: 13-15];ibragimov1978;41.57694;47.35389
31;334;Kurdul;Tsakhur;Lezgic;Nakh-Daghestanian;tsak1249;;4;[Ihilov 1967: 9-15];ihilov1967;41.581424;47.177309
32;272;Khnyukh;Rutul;Lezgic;Nakh-Daghestanian;rutu1240;мухадский;4;[Ibragimov 1978: 13-15];ibragimov1978;41.58289;47.43299
33;558;Ullugatag;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.6031;48.1256
34;17;Amsar;Rutul;Lezgic;Nakh-Daghestanian;rutu1240;мухадский;4;[Ibragimov 1978: 13-15];ibragimov1978;41.60348;47.33116
35;358;Luchek;Rutul;Lezgic;Nakh-Daghestanian;rutu1240;рутульский;4;[Ihilov 1967: 9-15];ihilov1967;41.60988;47.307307
36;37;Ashar;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.615664;47.663417
37;307;Kina;Rutul;Lezgic;Nakh-Daghestanian;ixre1238;ихрекский;4;[Ibragimov 1978: 13-15];ibragimov1978;41.6166;47.2647
38;152;Gel'mets;Tsakhur;Lezgic;Nakh-Daghestanian;tsak1249;;4;[Ihilov 1967: 9-15];ihilov1967;41.62466;47.17889
39;381;Mikikh;Tsakhur;Lezgic;Nakh-Daghestanian;miki1243;микихский;4;[Ihilov 1967: 9-15];ihilov1967;41.63753;47.16822
40;502;Syugut;Tsakhur;Lezgic;Nakh-Daghestanian;tsak1249;;4;[Ihilov 1967: 9-15];ihilov1967;41.64944000000001;47.11833
41;526;Tsakhur;Tsakhur;Lezgic;Nakh-Daghestanian;tsak1249;;4;[Ihilov 1967: 9-15];ihilov1967;41.651115;47.135943
42;119;Dzhilikhur;Rutul;Lezgic;Nakh-Daghestanian;ixre1238;мюхрексикй;4;[Ibragimov 1978: 13-15];ibragimov1978;41.65545;47.26768
43;528;Tselyagyun;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.6569;48.2889
44;151;Gel'khen;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.659002;47.602833
45;8;Akhvakh-Dere;Akhvakh;Andic;Nakh-Daghestanian;akhv1239;;3;[Magomedbekova 1967: 5-7];magomedbekova1967;41.660912;46.652713
46;385;Mishlesh;Tsakhur;Lezgic;Nakh-Daghestanian;misl1238;мишлешский;4;[Ihilov 1967: 9-15];ihilov1967;41.6649;47.089775
47;537;Tsudik;Rutul;Lezgic;Nakh-Daghestanian;ixre1238;мюхрексикй;4;[Ibragimov 1978: 13-15];ibragimov1978;41.66611;47.28056
48;283;Khpyuk;Aghul;Lezgic;Nakh-Daghestanian;kere1281;керенский;0;[Shaumian 1941: 11-12];shaumian1941;41.66667;47.66667
49;403;Myukhrek;Rutul;Lezgic;Nakh-Daghestanian;ixre1238;мюхрексикй;4;[Ihilov 1967: 9-15];ihilov1967;41.667696;47.280013
50;313;Korsh;Tsakhur;Lezgic;Nakh-Daghestanian;tsak1249;;4;[Ihilov 1967: 9-15];ihilov1967;41.66952;47.06211
51;121;Dzhinykh;Tsakhur;Lezgic;Nakh-Daghestanian;tsak1249;;4;[Ihilov 1967: 9-15];ihilov1967;41.67245;47.04479
52;580;Usug;Lezgian;Lezgic;Nakh-Daghestanian;kere1281;кюринский;0;[Shaumian 1941: 11-12];shaumian1941;41.672481;47.594624
53;240;Kasumkent;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.6789;48.1394
54;348;Kvardal;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Magometov 1970: 8];magometov1970;41.6803;47.56277
55;534;Tsmur;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.6842;48.0567
56;218;Kal'yal;Tsakhur;Lezgic;Nakh-Daghestanian;tsak1249;;4;[Ihilov 1967: 9-15];ihilov1967;41.684366;47.00366500000001
57;198;Ikhrek;Rutul;Lezgic;Nakh-Daghestanian;ixre1238;ихрекский;4;[Ihilov 1967: 9-15];ihilov1967;41.693931;47.210005
58;554;Ukuz;Lezgian;Lezgic;Nakh-Daghestanian;agul1244;;0;[Magometov 1970: 8];magometov1970;41.696017;47.591355
59;34;Ashaga-Stal;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.69724;48.19462
60;302;Khveredzh;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Magometov 1970: 8];magometov1970;41.70206;47.57218
61;158;Gereykhanovskoe;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.7047;48.2869
62;597;xw;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.7133;48.1094
63;53;Bedyuk;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Magometov 1970: 8];magometov1970;41.716044;47.52571500000001
64;13;Alkadar;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.7163;48.08667
65;460;Sardarkent;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.7255;48.0622
66;591;Verkhniy Katrukh;Lak;Lak;Nakh-Daghestanian;lakk1252;аральский;4;[Khaidakov 1966: 13];khaidakov1966;41.7468;47.22355
67;276;Khoredzh;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.74914;47.8667
68;210;Kabir-Kazmalyar;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.7498;48.48848
69;269;Khiv;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.7533;47.9286
70;171;Goa;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Shaumian 1941: 11-12];shaumian1941;41.753585;47.703213
71;426;Nyutyug;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.75392;48.11773
72;352;Laka;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.75705;47.88114
73;435;Richa;Aghul;Lezgic;Nakh-Daghestanian;kere1281;керенский;0;[Shaumian 1941: 11-12];shaumian1941;41.763646;47.502769
74;109;Duldug;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Shaumian 1941: 11-12];shaumian1941;41.76833;47.67438
75;615;Zizik;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.7692;48.1097
76;25;Arakul;Lak;Lak;Nakh-Daghestanian;lakk1252;аральский;4;[Khaidakov 1966: 13];khaidakov1966;41.77377;47.21238
77;428;Oruzhba;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.775686;48.432854
78;524;Tpig;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Ihilov 1967: 9-15];ihilov1967;41.780423;47.589523
79;339;Kusur;Avar;Avar;Nakh-Daghestanian;;кусурский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;41.781293;46.949207
80;538;Tsuduk;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.78225;47.89671
81;28;Archug;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.7843;47.86009
82;297;Khutkhul;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Shaumian 1941: 11-12];shaumian1941;41.78517;47.61451
83;600;Yargil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.79004000000001;47.95429
84;132;Fite;Aghul;Lezgic;Nakh-Daghestanian;kosh1245;кошанский;0;[Shaumian 1941: 11-12];shaumian1941;41.79161;47.73998
85;601;Yarkug;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Shaumian 1941: 11-12];shaumian1941;41.79814;47.68435
86;378;Mezhgyul';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.8061;48.0075
87;68;Burkikhan;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Ihilov 1967: 9-15];ihilov1967;41.806356;47.538467
88;81;Chere;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.80685;48.0425
89;94;Chuvek;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.807699;47.901711
90;386;Misi;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Shaumian 1941: 11-12];shaumian1941;41.80991;47.60329
91;611;Zil'dik;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.81292;47.98958
92;238;Kartas-Kazmalyar;Lezgian;Lezgic;Nakh-Daghestanian;lezg1248;кюринский;0;[Ihilov 1967: 9-15];ihilov1967;41.81717;48.39484
93;35;Ashaga-Yarak;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.822988;47.952033
94;338;Kushtil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.8289;47.8894
95;333;Kurag;Aghul;Lezgic;Nakh-Daghestanian;agul1244;;0;[Shaumian 1941: 11-12];shaumian1941;41.836764;47.661351
96;602;Yukhari-Yarak;Tabasaran;Lezgic;Nakh-Daghestanian;lezg1248;;2;[Ihilov 1967: 9-15];ihilov1967;41.83714000000001;47.94825
97;83;Chirag;Dargwa;Dargwa;Nakh-Daghestanian;chir1284;чирагский ;3;[Gasanova 1971: 38-40];gasanova1971;41.8381;47.4303
98;489;Sirtich;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.8406;48.2347
99;413;Nichras;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.84358;48.01174
100;286;Khudig;Aghul;Lezgic;Nakh-Daghestanian;kosh1245;кошанский;0;[Shaumian 1941: 11-12];shaumian1941;41.85373;47.65854
101;197;Gyukhryag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.854055;48.172785
102;549;Turag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.8586;47.9744
103;291;Khursatil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.862503;47.793991
104;134;Furdag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.86348;47.86215
105;32;Arsug;Aghul;Lezgic;Nakh-Daghestanian;kosh1245;кошанский;0;[Shaumian 1941: 11-12];shaumian1941;41.86408;47.65011
106;567;Urga;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.869933;47.85522
107;328;Kulig;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.874076;47.865347
108;146;Garig;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.8766;47.88498
109;39;Atrik;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.88042;47.78046
110;361;Lyakhlya;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.88087;47.87761
111;90;Chulat;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.880921;48.154399
112;126;Dzhuli;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.8822;47.85399
113;343;Kuvig;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.88482;47.886538
114;573;Urtil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.89153;47.89347
115;484;Sika;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.89173;47.97821
116;186;Gumi;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.894319;47.868304
117;69;Burshag;Aghul;Lezgic;Nakh-Daghestanian;kosh1245;кошанский;0;[Shaumian 1941: 11-12];shaumian1941;41.89626;47.64102000000001
118;65;Burgankent;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.89939;48.06439
119;3;Afna;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.902075;47.861413
120;486;Sikukh;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.90457;47.84596
121;248;Khalag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.90551;47.88935
122;552;Turuf;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.90569;48.00688
123;351;Kyuryag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.907094;47.853636
124;223;Kamilukh;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, томуринский;3;[Saidova 2008: 23-28];saidova2008;41.90911;46.63101
125;61;Bukhnag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.910587;47.872994
126;335;Kurkak;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.91096;47.971699
127;514;Tinit;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.9131;48.0592
128;252;Khanak;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.91373;47.86645
129;104;Dirbakmakhi;Dargwa;Dargwa;Nakh-Daghestanian;muir1238;муиринский;3;[Abdullaev 1954: 6-9];abdullaev1954;41.914;47.4928
130;18;Amukh;Dargwa;Dargwa;Nakh-Daghestanian;;амухский;3;[Gasanova 1971: 38-40];gasanova1971;41.9142;47.5422
131;23;Anklukh;Dargwa;Dargwa;Nakh-Daghestanian;chir1284;чирагский ;3;[Gasanova 1971: 38-40];gasanova1971;41.91667;47.53333
132;154;Genekolob;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, томуринский;3;[Saidova 2008: 23-28];saidova2008;41.916992;46.600199
133;583;Vechrik;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.9171;47.96184
134;194;Guvlig;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.91824;47.85213
135;545;Tsurtil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.918365;47.932001
136;123;Dzhugdil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.919222;47.979531
137;147;Gasikh;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.92398;47.8847
138;131;Firgil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.92507;48.02587
139;463;Sertil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.92531;47.86522
140;578;Ushnyug;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.92639000000001;48.00306
141;342;Kuvag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.926587;47.90245
142;10;Akka;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.92686;47.9297
143;96;Dagni;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.931594;47.911846
144;259;Kharkhni;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.939561;47.880088
145;157;Gerel';Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, томуринский;3;[Saidova 2008: 23-28];saidova2008;41.94451;46.551888
146;170;Gisik;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.94475;47.91451
147;257;Kharag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.945423;47.825106
148;31;Arkit;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.947308;48.014025
149;285;Khuchni;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Ihilov 1967: 9-15];ihilov1967;41.947717;47.945961
150;475;Shile;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.94774;47.82939
151;577;Urzig;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.94811;47.84992
152;54;Betel'da;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, томуринский;3;[Saidova 2008: 23-28];saidova2008;41.95077;46.54164
153;360;Lyakhe;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.952293;47.914701
154;350;Kyurek;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.95258;47.85934
155;93;Churdaf;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.95272;47.8636
156;124;Dzhul'dzhag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.95485;47.88933
157;527;Tsantil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.95508;47.86271
158;448;Rushul';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.9567;48.01232
159;559;Uluz;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.95721;47.83714000000001
160;125;Dzhul'dzhinif;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.957235;47.912939
161;331;Kunki;Dargwa;Dargwa;Nakh-Daghestanian;kunk1234;кункинский;3;[Koryakov 2006: 33-36];koryakov2006;41.95923;47.47173
162;327;Kulif;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.95955;47.88391
163;38;Ashty;Dargwa;Dargwa;Nakh-Daghestanian;kuba1248;кубачинский;3;[Gasanova 1971: 38-40];gasanova1971;41.961098;47.50255900000001
164;24;Arak;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.96112;47.98984
165;550;Turaga;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;41.96152;47.80188
166;603;Yurgulig;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.962775;47.896658
167;192;Gurik;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.962788;47.919474
168;555;Ul'geb;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, томуринский;3;[Saidova 2008: 23-28];saidova2008;41.964253;46.523688
169;287;Khuduts;Dargwa;Dargwa;Nakh-Daghestanian;;амухский;3;[Koryakov 2006: 33-36];koryakov2006;41.96638;47.51297
170;309;Kirki;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Gasanova 1971: 38-40];gasanova1971;41.96917;47.81333
171;355;Lidzhe;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.97245;47.98057
172;430;Pilig;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.97418;47.8687
173;251;Khanag;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.97444;47.90333
174;453;Salda;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, томуринский;3;[Saidova 2008: 23-28];saidova2008;41.97497;46.50848
175;474;Shilansha;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;41.97502;47.78696
176;443;Rugudzh;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.976755;47.89161
177;598;Yagdyg;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.98011500000001;47.970578
178;89;Choroda;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, томуринский;3;[Saidova 2008: 23-28];saidova2008;41.98096;46.49696
179;500;Surkhavkent;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;41.983999;47.827576
180;290;Khurik;Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.98583;47.89861
181;254;Khapil';Tabasaran;Lezgic;Nakh-Daghestanian;taba1259;;2;[Magometov 1965: 24-26];magometov1965;41.98722;47.97731
182;483;Shuragat;Dargwa;Dargwa;Nakh-Daghestanian;kajt1238;кайтагский;3;[Koryakov 2006: 33-36];koryakov2006;41.99186;47.83994000000001
