;index;EngNames;Language;Group;Family;glottocode;dialect;classes;source;source_bibtex;Lat;Lon
540;433;Ratsitl';Karata;Andic;Nakh-Daghestanian;kara1474;;3;[Magomedbekova 1971: 5];magomedbekova1971;42.63788;46.33455
541;418;Nizhnee Inkhelo;Karata;Andic;Nakh-Daghestanian;kara1474;;3;[Magomedbekova 1971: 5];magomedbekova1971;42.64513400000001;46.259367
542;520;Tlokh;Avar;Avar;Nakh-Daghestanian;ancu1238;анцухский, ташско-чадаколобская;3;[Saidova 2008: 23-28];saidova2008;42.6492;46.4578
543;30;Arkas;Avar;Avar;Nakh-Daghestanian;anda1281;андальский, салтинский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;42.65194;47.13833
544;379;Miarso;Botlikh;Andic;Nakh-Daghestanian;botl1242;;3;[Gudava 1962: 251];gudava1962;42.654059;46.175643
545;346;Kvankhidatli;Andi;Andic;Nakh-Daghestanian;kvan1238;кванхидатльский;3;[Sulejmanov 1957: 7];sulejmanov1957;42.65789;46.271742
546;59;Botlikh;Botlikh;Andic;Nakh-Daghestanian;botl1242;;3;[Gudava 1962: 251];gudava1962;42.667813;46.221451
547;609;Zibirkhali;Godoberi;Andic;Nakh-Daghestanian;ghod1238;;3;[Saidova 1973: 6];saidova1973;42.66833;46.07194000000001
548;399;Muni;Andi;Andic;Nakh-Daghestanian;muni1255;мунинский;3;[Sulejmanov 1957: 7];sulejmanov1957;42.680242;46.308874
549;469;Shamil'kala;Avar;Avar;Nakh-Daghestanian;batl1238;батлухский;3;[Saidova 2008: 23-28];saidova2008;42.690407;46.874769
550;470;Shamil'kala;Avar;Avar;Nakh-Daghestanian;batl1238;батлухский;3;[Saidova 2008: 23-28];saidova2008;42.690407;46.874769
551;451;Sadoi;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.701835;46.063155
552;265;Khindoi;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.703677;46.006265
553;479;Shivor;Andi;Andic;Nakh-Daghestanian;andi1255;;5;[Sulejmanov 1957: 7];sulejmanov1957;42.714662;46.256637
554;447;Rushukha;Andi;Andic;Nakh-Daghestanian;andi1255;;5;[Sulejmanov 1957: 7];sulejmanov1957;42.71509;46.28112
555;79;Chanko;Andi;Andic;Nakh-Daghestanian;andi1255;;5;[Sulejmanov 1957: 7];sulejmanov1957;42.717936;46.246417
556;63;Buni;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.725755;46.034167
557;437;Rigahoi;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.725755;46.034167
558;253;Khando;Andi;Andic;Nakh-Daghestanian;andi1255;;5;[Sulejmanov 1957: 7];sulejmanov1957;42.72694;46.23361
559;207;Itum-Kali;Chechen;Nakh;Nakh-Daghestanian;itum1244;итум-калинский;5;[Arsakhanov 1969: 87];arsakhanov1969;42.730833;45.571944
560;613;Zilo;Andi;Andic;Nakh-Daghestanian;zilo1238;зиловский;5;[Sulejmanov 1957: 7];sulejmanov1957;42.731394;46.319223
561;161;Gergentala;Avar;Avar;Nakh-Daghestanian;zaka1239;закатальский, чарский;3;[Saidova 2007: 17];saidova2007;42.73225;47.05913
562;547;Tundukh;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.734574;46.04
563;531;Tsibilta;Andi;Andic;Nakh-Daghestanian;andi1255;;5;[Sulejmanov 1957: 7];sulejmanov1957;42.74322;46.24311
564;368;Makazhoi;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.749168;46.064999
565;274;Khoi;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.750984;46.127223
566;376;Meshi;Chechen;Nakh;Nakh-Daghestanian;melk1240;мелхинский;5;[Arsakhanov 1969: 138];arsakhanov1969;42.752222;45.178611
567;371;Manasaul;Avar;Avar;Nakh-Daghestanian;anda1281;андальский, салтинский;3;[Saidova 2008: 23-28];saidova2008;42.7575;47.0397
568;36;Ashali;Andi;Andic;Nakh-Daghestanian;andi1255;;5;[Sulejmanov 1957: 7];sulejmanov1957;42.76963;46.30878
569;429;Oshni;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;42.770556;45.37833300000001
570;97;Dai;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.771944;45.854722
571;58;Bosoi;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.776391;45.902043
572;438;Rikvani;Andi;Andic;Nakh-Daghestanian;rikv1238;рикванинский;5;[Sulejmanov 1957: 7];sulejmanov1957;42.782304;46.319372
573;1;Achaloy;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;42.784786;45.971356
574;21;Andi;Andi;Andic;Nakh-Daghestanian;andi1255;;5;[Sulejmanov 1957: 7];sulejmanov1957;42.7856;46.2639
575;188;Gunkha;Andi;Andic;Nakh-Daghestanian;andi1255;;5;[Sulejmanov 1957: 7];sulejmanov1957;42.78968;46.28275
576;180;Guchum-Kali;Chechen;Nakh;Nakh-Daghestanian;itum1244;итум-калинский;5;[Arsakhanov 1969: 87];arsakhanov1969;42.796944;45.63
577;139;Gagatli;Andi;Andic;Nakh-Daghestanian;gaga1250;гагатлинский;5;[Sulejmanov 1957: 7];sulejmanov1957;42.800361;46.292645
578;415;Nikaroi;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;42.822218;45.366323
579;416;Nikhaloi;Chechen;Nakh;Nakh-Daghestanian;itum1244;итум-калинский;5;[Arsakhanov 1969: 87];arsakhanov1969;42.84027800000001;45.662778
580;607;Zengali;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;42.845833;45.272222
582;264;Khiloi;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;42.862804;45.41693
583;247;Khaibakh;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;42.877222;45.357778
584;140;Galanchozh;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;42.883333;45.3
585;392;Motsaroi;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;42.889705;45.370211
586;424;Novyy Khushet;Tsez;Tsezic;Nakh-Daghestanian;dido1241;цезский;4;[Van den Berg 1995: 5-7];berg1995;42.900261;47.561244
587;606;Zarkha;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;42.940751;45.42166
588;584;Vedeno;Chechen;Nakh;Nakh-Daghestanian;plos1238;плоскостный;5;[Arsakhanov 1969: 148];arsakhanov1969;42.956944;46.110278
589;85;Chishki;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.010278;45.705833
590;106;DTS Chishki;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.019082;45.71085
591;439;Roshni-Chu;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 97];arsakhanov1969;43.088889;45.4575
592;467;Shalazhi;Chechen;Nakh;Nakh-Daghestanian;;галанчожский;5;[Arsakhanov 1969: 115];arsakhanov1969;43.092778;45.359722
593;576;Urus-Martan;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.129167;45.541667
594;468;Shali;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.14;45.903889
595;47;Bamut;Chechen;Nakh;Nakh-Daghestanian;melk1240;мелхинский;5;[Arsakhanov 1969: 138];arsakhanov1969;43.1575;45.199722
596;366;Magas;Ingush;Nakh;Nakh-Daghestanian;;;5;;перепись;43.166667;44.816667
597;141;Gamiyakh;Lak;Lak;Nakh-Daghestanian;lakk1252;;4;[Khaidakov 1966: 113];khaidakov1966;43.2075;46.4886
598;412;Nazran;Ingush;Nakh;Nakh-Daghestanian;;;5;;перепись;43.216667;44.766667
599;14;Alkhan-Yurt;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;43.230833;45.565556
600;260;Khasavyurt;Chechen;Nakh;Nakh-Daghestanian;;аккинский;5;[Arsakhanov 1969: 16];arsakhanov1969;43.246769;46.58939
601;604;Zakan-Yurt;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;43.263611;45.419167
602;455;Samashki;Chechen;Nakh;Nakh-Daghestanian;;чеберлоевский;5;[Arsakhanov 1969: 37];arsakhanov1969;43.292222;45.303889
603;29;Argun;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.294444;45.883889
604;227;Karabulak;Ingush;Nakh;Nakh-Daghestanian;;;5;;перепись;43.3;44.9
605;178;Grozniy;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.316667;45.7
606;586;Verkhnie Achaluki;Ingush;Nakh;Nakh-Daghestanian;;;5;;перепись;43.345475;44.70157
607;181;Gudermes;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.35527800000001;46.099167
608;391;Moksob;Avar;Avar;Nakh-Daghestanian;kara1473;карахский, верхнекарахский;3;[Alekseev, Ataev 1997: 22-26];alekseevataev1997;43.434004;46.48603
609;50;Barthoj;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.453913;45.230875
610;494;Sulevkent;Dargwa;Dargwa;Nakh-Daghestanian;kuba1248;кубачинский;3;[Gasanova 1971: 38-40];gasanova1971;43.470028000000006;46.754764
611;369;Malgobek;Ingush;Nakh;Nakh-Daghestanian;;;5;;перепись;43.516667;44.583333
612;383;Mineralniy;Chechen;Nakh;Nakh-Daghestanian;;;5;;перепись;43.545966;45.326088
613;234;Karatyube;Tsez;Tsezic;Nakh-Daghestanian;dido1241;цезский;4;[Van den Berg 1995: 5-7];berg1995;43.66738;46.82335
614;231;Karaozek (Karauzek);Bezhta;Tsezic;Nakh-Daghestanian;nucl1322;бежитинский;4;[Van den Berg 1995: 5-7];berg1995;43.68663;46.66615
615;211;Kachalay;Bezhta;Tsezic;Nakh-Daghestanian;nucl1322;бежитинский;4;[Van den Berg 1995: 5-7];berg1995;43.70198;46.70946
616;596;Vyshetalovka;Tsez;Tsezic;Nakh-Daghestanian;dido1241;цезский;4;[Van den Berg 1995: 5-7];berg1995;44.042518;46.725504
