EngNames	Lat	Lon	Language	Group	Family	color	glottocode	dialect	source
Anchik (Anchikh)	42.608098	46.271717	Karata	Andic	Nakh-Daghestanian	tomato3		anch1238	анчихский	[Magomedbekova 1971]				
Anchik (Anchikh)	42.608098	46.271717	Karata	Andic	Nakh-Daghestanian	tomato3		anch1238	анчихский	[Magomedbekova 1971]				
Alak	42.6092	46.1972	Avar	Avar	Nakh-Daghestanian	yellow			
Alak	42.6092	46.1972	Avar	Avar	Nakh-Daghestanian	yellow			
Apshi	42.6094	47.1742	Avar	Avar	Nakh-Daghestanian	yellow			
Apshi	42.6094	47.1742	Avar	Avar	Nakh-Daghestanian	yellow			
Arakani	42.610078	46.991711	Avar	Avar	Nakh-Daghestanian	yellow			
Arakani	42.610078	46.991711	Avar	Avar	Nakh-Daghestanian	yellow			
Gurbuki	42.611506	47.591942	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Gurbuki	42.611506	47.591942	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kheleturi	42.612495	46.225441	Avar	Avar	Nakh-Daghestanian	yellow			
Kheleturi	42.612495	46.225441	Avar	Avar	Nakh-Daghestanian	yellow			
Mashtada	42.61362	46.314659	Karata	Andic	Nakh-Daghestanian	tomato3	kara1474		[Magomedbekova 1971]
Mashtada	42.61362	46.314659	Karata	Andic	Nakh-Daghestanian	tomato3	kara1474		[Magomedbekova 1971]
Rachabulda	42.617256	46.300014	Karata	Andic	Nakh-Daghestanian	tomato3	kara1474		[Magomedbekova 1971]
Rachabulda	42.617256	46.300014	Karata	Andic	Nakh-Daghestanian	tomato3	kara1474		[Magomedbekova 1971]
Zirani	42.61797	46.94436	Avar	Avar	Nakh-Daghestanian	yellow			
Zirani	42.61797	46.94436	Avar	Avar	Nakh-Daghestanian	yellow			
Tsalkita	42.61798	46.57339	Avar	Avar	Nakh-Daghestanian	yellow			
Tsalkita	42.61798	46.57339	Avar	Avar	Nakh-Daghestanian	yellow			
Kachkalyk	42.61852	47.33391	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kachkalyk	42.61852	47.33391	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Karamakhi	42.618786	47.256653	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Karamakhi	42.618786	47.256653	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Taratul-Meer	42.619281	47.112087	Avar	Avar	Nakh-Daghestanian	yellow			
Taratul-Meer	42.619281	47.112087	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhnee Inkhelo	42.62035	46.329732	Karata	Andic	Nakh-Daghestanian	tomato3			
Verkhnee Inkhelo	42.62035	46.329732	Karata	Andic	Nakh-Daghestanian	tomato3			
Tlaylukh	42.6208	46.52428	Avar	Avar	Nakh-Daghestanian	yellow			
Tlaylukh	42.6208	46.52428	Avar	Avar	Nakh-Daghestanian	yellow			
Tsel'mes	42.623464	46.538549	Avar	Avar	Nakh-Daghestanian	yellow			
Tsel'mes	42.623464	46.538549	Avar	Avar	Nakh-Daghestanian	yellow			
Kadar	42.6242	47.2903	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Kadar	42.6242	47.2903	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Godoberi	42.6258	46.1189	Godoberi	Andic	Nakh-Daghestanian	orange	ghod1238		[Saidova 1973]
Godoberi	42.6258	46.1189	Godoberi	Andic	Nakh-Daghestanian	orange	ghod1238		[Saidova 1973]
Kakamakhi	42.62928	47.43518	Kumyk	Kipchak	Turkic	grey60			
Kakamakhi	42.62928	47.43518	Kumyk	Kipchak	Turkic	grey60			
Amishta	42.62967	46.552971	Avar	Avar	Nakh-Daghestanian	yellow			
Amishta	42.62967	46.552971	Avar	Avar	Nakh-Daghestanian	yellow			
Chankurbe	42.630465	47.300216	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Chankurbe	42.630465	47.300216	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Tekita	42.630886	46.521832	Avar	Avar	Nakh-Daghestanian	yellow			
Tekita	42.630886	46.521832	Avar	Avar	Nakh-Daghestanian	yellow			
Balakhani	42.63128	46.89514	Avar	Avar	Nakh-Daghestanian	yellow			
Balakhani	42.63128	46.89514	Avar	Avar	Nakh-Daghestanian	yellow			
Mochokh	42.63159	46.61242	Avar	Avar	Nakh-Daghestanian	yellow			
Mochokh	42.63159	46.61242	Avar	Avar	Nakh-Daghestanian	yellow			
Shulatuta	42.63167	46.85806	Avar	Avar	Nakh-Daghestanian	yellow			
Shulatuta	42.63167	46.85806	Avar	Avar	Nakh-Daghestanian	yellow			
Dzhalaturi	42.631847	46.567028	Avar	Avar	Nakh-Daghestanian	yellow			
Dzhalaturi	42.631847	46.567028	Avar	Avar	Nakh-Daghestanian	yellow			
Muschuli	42.633706	46.498593	Avar	Avar	Nakh-Daghestanian	yellow			
Muschuli	42.633706	46.498593	Avar	Avar	Nakh-Daghestanian	yellow			
Durangi	42.63571	47.22366	Avar	Avar	Nakh-Daghestanian	yellow			
Durangi	42.63571	47.22366	Avar	Avar	Nakh-Daghestanian	yellow			
Amushi Bol'shoe	42.63752	46.4864	Avar	Avar	Nakh-Daghestanian	yellow			
Amushi Bol'shoe	42.63752	46.4864	Avar	Avar	Nakh-Daghestanian	yellow			
Chabanmakhi	42.63784	47.25923	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Chabanmakhi	42.63784	47.25923	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ratsitl'	42.63788	46.33455	Avar	Avar	Nakh-Daghestanian	yellow			
Ratsitl'	42.63788	46.33455	Karata	Andic	Nakh-Daghestanian	tomato3	kara1474		[Magomedbekova 1971]
Ratsitl'	42.63788	46.33455	Avar	Avar	Nakh-Daghestanian	yellow			
Ratsitl'	42.63788	46.33455	Karata	Andic	Nakh-Daghestanian	tomato3	kara1474		[Magomedbekova 1971]
Tsoloda	42.63827	46.36626	Avar	Avar	Nakh-Daghestanian	yellow			
Tsoloda	42.63827	46.36626	Avar	Avar	Nakh-Daghestanian	yellow			
Ochlo	42.642518	46.64532	Avar	Avar	Nakh-Daghestanian	yellow			
Ochlo	42.642518	46.64532	Avar	Avar	Nakh-Daghestanian	yellow			
Kharakhi	42.6433	46.5211	Avar	Avar	Nakh-Daghestanian	yellow			
Kharakhi	42.6433	46.5211	Avar	Avar	Nakh-Daghestanian	yellow			
Arykhkent	42.64472	47.19165	Avar	Avar	Nakh-Daghestanian	yellow			
Arykhkent	42.64472	47.19165	Avar	Avar	Nakh-Daghestanian	yellow			
Nizhnee Inkhelo	42.645134	46.259367	Karata	Andic	Nakh-Daghestanian	tomato3	kara1474		[Magomedbekova 1971]
Nizhnee Inkhelo	42.645134	46.259367	Karata	Andic	Nakh-Daghestanian	tomato3	kara1474		[Magomedbekova 1971]
Irganay	42.649543	46.912048	Avar	Avar	Nakh-Daghestanian	yellow			
Irganay	42.649543	46.912048	Avar	Avar	Nakh-Daghestanian	yellow			
Amushi Maloe	42.650445	46.487815	Avar	Avar	Nakh-Daghestanian	yellow			
Amushi Maloe	42.650445	46.487815	Avar	Avar	Nakh-Daghestanian	yellow			
Kaka-Shura	42.65194	47.38278	Kumyk	Kipchak	Turkic	grey60			
Kaka-Shura	42.65194	47.38278	Kumyk	Kipchak	Turkic	grey60			
Moksokh	42.6538	46.80572	Avar	Avar	Nakh-Daghestanian	yellow			
Moksokh	42.6538	46.80572	Avar	Avar	Nakh-Daghestanian	yellow			
Miarso	42.654059	46.175643	Botlikh	Andic	Nakh-Daghestanian	sandybrown	botl1242		[Gudava 1962]
Miarso	42.654059	46.175643	Botlikh	Andic	Nakh-Daghestanian	sandybrown	botl1242		[Gudava 1962]
Kolo	42.65769	46.56607	Avar	Avar	Nakh-Daghestanian	yellow			
Kolo	42.65769	46.56607	Avar	Avar	Nakh-Daghestanian	yellow			
Urchiab	42.657739	47.016338	Avar	Avar	Nakh-Daghestanian	yellow			
Urchiab	42.657739	47.016338	Avar	Avar	Nakh-Daghestanian	yellow			
Kvankhidatli	42.65789	46.271742	Andi	Andic	Nakh-Daghestanian	orange3	kvan1238	кванхидатльский	[Sulejmanov 1957]
Kvankhidatli	42.65789	46.271742	Andi	Andic	Nakh-Daghestanian	orange3	kvan1238	кванхидатльский	[Sulejmanov 1957]
Orota	42.65915	46.53772	Avar	Avar	Nakh-Daghestanian	yellow			
Orota	42.65915	46.53772	Avar	Avar	Nakh-Daghestanian	yellow			
Dorgeli	42.66556	47.29667	Kumyk	Kipchak	Turkic	grey60			
Dorgeli	42.66556	47.29667	Kumyk	Kipchak	Turkic	grey60			
Beledi	42.66722	46.05361	Godoberi	Andic	Nakh-Daghestanian	orange			
Beledi	42.66722	46.05361	Godoberi	Andic	Nakh-Daghestanian	orange			
Tsatanikh	42.667793	46.723937	Avar	Avar	Nakh-Daghestanian	yellow			
Tsatanikh	42.667793	46.723937	Avar	Avar	Nakh-Daghestanian	yellow			
Botlikh	42.667813	46.221451	Botlikh	Andic	Nakh-Daghestanian	sandybrown	botl1242		[Gudava 1962]	
Botlikh	42.667813	46.221451	Botlikh	Andic	Nakh-Daghestanian	sandybrown	botl1242		[Gudava 1962]	
Zibirkhali	42.66833	46.07194	Godoberi	Andic	Nakh-Daghestanian	orange	ghod1238		[Saidova 1973]
Zibirkhali	42.66833	46.07194	Godoberi	Andic	Nakh-Daghestanian	orange	ghod1238		[Saidova 1973]
Ortakolo	42.67057	46.38882	Avar	Avar	Nakh-Daghestanian	yellow			
Ortakolo	42.67057	46.38882	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhniy Aradirikh	42.67099	46.60372	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhniy Aradirikh	42.67099	46.60372	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhniy Dzhengutay	42.67476	47.23415	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhniy Dzhengutay	42.67476	47.23415	Avar	Avar	Nakh-Daghestanian	yellow			
Kharachi	42.67744	46.82263	Avar	Avar	Nakh-Daghestanian	yellow			
Kharachi	42.67744	46.82263	Avar	Avar	Nakh-Daghestanian	yellow			
Shodroda (Shadroda)	42.678426	46.12155	Avar	Avar	Nakh-Daghestanian	yellow			
Shodroda (Shadroda)	42.678426	46.12155	Avar	Avar	Nakh-Daghestanian	yellow			
Ishtiburi	42.679149	46.702701	Avar	Avar	Nakh-Daghestanian	yellow			
Ishtiburi	42.679149	46.702701	Avar	Avar	Nakh-Daghestanian	yellow			
Muni	42.680242	46.308874	Andi	Andic	Nakh-Daghestanian	orange3	muni1255	мунинский	[Sulejmanov 1957]
Muni	42.680242	46.308874	Andi	Andic	Nakh-Daghestanian	orange3	muni1255	мунинский	[Sulejmanov 1957]
Sredniy Aradirikh	42.68121	46.58022	Avar	Avar	Nakh-Daghestanian	yellow			
Sredniy Aradirikh	42.68121	46.58022	Avar	Avar	Nakh-Daghestanian	yellow			
Ashino	42.683462	46.156727	Botlikh	Andic	Nakh-Daghestanian	sandybrown			
Ashino	42.683462	46.156727	Botlikh	Andic	Nakh-Daghestanian	sandybrown			
Nizhniy Aradirikh	42.68979	46.568219	Avar	Avar	Nakh-Daghestanian	yellow			
Nizhniy Aradirikh	42.68979	46.568219	Avar	Avar	Nakh-Daghestanian	yellow			
Rakhata	42.6911	46.1414	Avar	Avar	Nakh-Daghestanian	yellow			
Rakhata	42.6911	46.1414	Avar	Avar	Nakh-Daghestanian	yellow			
Ansalta	42.6939	46.1147	Avar	Avar	Nakh-Daghestanian	yellow			
Ansalta	42.6939	46.1147	Avar	Avar	Nakh-Daghestanian	yellow			
Inkvalita	42.69936	46.68833	Avar	Avar	Nakh-Daghestanian	yellow			
Inkvalita	42.69936	46.68833	Avar	Avar	Nakh-Daghestanian	yellow			
Nizhniy Dzhengutay	42.7014	47.2417	Kumyk	Kipchak	Turkic	grey60			
Nizhniy Dzhengutay	42.7014	47.2417	Kumyk	Kipchak	Turkic	grey60			
Nizhnee Inkho	42.704518	46.507752	Avar	Avar	Nakh-Daghestanian	yellow			
Nizhnee Inkho	42.704518	46.507752	Avar	Avar	Nakh-Daghestanian	yellow			
Kilyatl'	42.704637	46.466046	Avar	Avar	Nakh-Daghestanian	yellow			
Kilyatl'	42.704637	46.466046	Avar	Avar	Nakh-Daghestanian	yellow			
Mekheturi	42.70556	46.2375	Andi	Andic	Nakh-Daghestanian	orange3			
Mekheturi	42.70556	46.2375	Andi	Andic	Nakh-Daghestanian	orange3			
Verkhnee Inkho	42.70659	46.50415	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhnee Inkho	42.70659	46.50415	Avar	Avar	Nakh-Daghestanian	yellow			
Karabudakhkent	42.7067	47.5603	Kumyk	Kipchak	Turkic	grey60			
Karabudakhkent	42.7067	47.5603	Kumyk	Kipchak	Turkic	grey60			
Tando	42.707696	46.175693	Avar	Avar	Nakh-Daghestanian	yellow			
Tando	42.707696	46.175693	Avar	Avar	Nakh-Daghestanian	yellow			
Untsukul'	42.7131	46.7875	Avar	Avar	Nakh-Daghestanian	yellow			
Untsukul'	42.7131	46.7875	Avar	Avar	Nakh-Daghestanian	yellow			
Shivor	42.714662	46.256637	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Shivor	42.714662	46.256637	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Rushukha	42.71509	46.28112	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Rushukha	42.71509	46.28112	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Tasuta	42.71731	46.22568	Avar	Avar	Nakh-Daghestanian	yellow			
Tasuta	42.71731	46.22568	Avar	Avar	Nakh-Daghestanian	yellow			
Chanko	42.717936	46.246417	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Chanko	42.717936	46.246417	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Igali	42.7181	46.5811	Avar	Avar	Nakh-Daghestanian	yellow			
Igali	42.7181	46.5811	Avar	Avar	Nakh-Daghestanian	yellow			
Tsanatl'	42.72244	46.62252	Avar	Avar	Nakh-Daghestanian	yellow			
Tsanatl'	42.72244	46.62252	Avar	Avar	Nakh-Daghestanian	yellow			
Chitl'	42.722594	46.504009	Avar	Avar	Nakh-Daghestanian	yellow			
Chitl'	42.722594	46.504009	Avar	Avar	Nakh-Daghestanian	yellow			
Betli	42.72372	46.73388	Avar	Avar	Nakh-Daghestanian	yellow			
Betli	42.72372	46.73388	Avar	Avar	Nakh-Daghestanian	yellow			
Gelli	42.7267	47.4014	Kumyk	Kipchak	Turkic	grey60			
Gelli	42.7267	47.4014	Kumyk	Kipchak	Turkic	grey60			
Khando	42.72694	46.23361	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Khando	42.72694	46.23361	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Verkhnee Kazanische	42.7306	47.1381	Kumyk	Kipchak	Turkic	grey60			
Verkhnee Kazanische	42.7306	47.1381	Kumyk	Kipchak	Turkic	grey60			
Zilo	42.731394	46.319223	Andi	Andic	Nakh-Daghestanian	orange3	zilo1238	зиловский	[Sulejmanov 1957]
Zilo	42.731394	46.319223	Andi	Andic	Nakh-Daghestanian	orange3	zilo1238	зиловский	[Sulejmanov 1957]
Ichichali	42.732617	46.405263	Avar	Avar	Nakh-Daghestanian	yellow			
Ichichali	42.732617	46.405263	Avar	Avar	Nakh-Daghestanian	yellow			
Manaskent	42.7367	47.6958	Kumyk	Kipchak	Turkic	grey60			
Manaskent	42.7367	47.6958	Kumyk	Kipchak	Turkic	grey60			
Kakhabroso	42.73896	46.704697	Avar	Avar	Nakh-Daghestanian	yellow			
Kakhabroso	42.73896	46.704697	Avar	Avar	Nakh-Daghestanian	yellow			
Paraul	42.7394	47.3592	Kumyk	Kipchak	Turkic	grey60			
Paraul	42.7394	47.3592	Kumyk	Kipchak	Turkic	grey60			
Kizhani	42.74031	46.364775	Avar	Avar	Nakh-Daghestanian	yellow			
Kizhani	42.74031	46.364775	Avar	Avar	Nakh-Daghestanian	yellow			
Tsundi	42.740996	46.436577	Avar	Avar	Nakh-Daghestanian	yellow			
Tsundi	42.740996	46.436577	Avar	Avar	Nakh-Daghestanian	yellow			
Tsibilta	42.74322	46.24311	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Tsibilta	42.74322	46.24311	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Kunzakh	42.74884	46.66488	Avar	Avar	Nakh-Daghestanian	yellow			
Kunzakh	42.74884	46.66488	Avar	Avar	Nakh-Daghestanian	yellow			
Adanak	42.7522	47.4586	Kumyk	Kipchak	Turkic	grey60			
Adanak	42.7522	47.4586	Kumyk	Kipchak	Turkic	grey60			
Buglen	42.7553	47.1989	Kumyk	Kipchak	Turkic	grey60			
Buglen	42.7553	47.1989	Kumyk	Kipchak	Turkic	grey60			
Shabdukh	42.75612	46.42139	Avar	Avar	Nakh-Daghestanian	yellow			
Shabdukh	42.75612	46.42139	Avar	Avar	Nakh-Daghestanian	yellow			
Gimry	42.757219	46.838739	Avar	Avar	Nakh-Daghestanian	yellow			
Gimry	42.757219	46.838739	Avar	Avar	Nakh-Daghestanian	yellow			
Tantari	42.76371	46.64888	Avar	Avar	Nakh-Daghestanian	yellow			
Tantari	42.76371	46.64888	Avar	Avar	Nakh-Daghestanian	yellow			
Nizhnee Kazanische	42.7644	47.1611	Kumyk	Kipchak	Turkic	grey60			
Nizhnee Kazanische	42.7644	47.1611	Kumyk	Kipchak	Turkic	grey60			
Agachkala	42.76698	47.07599	Kumyk	Kipchak	Turkic	grey60			
Agachkala	42.76698	47.07599	Kumyk	Kipchak	Turkic	grey60			
Ashali	42.76963	46.30878	Andi	Andic	Nakh-Daghestanian	orange3		andi1255		[Sulejmanov 1957]			
Ashali	42.76963	46.30878	Andi	Andic	Nakh-Daghestanian	orange3		andi1255		[Sulejmanov 1957]			
Zelenomorskoe	42.77004	47.68884	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Zelenomorskoe	42.77004	47.68884	Dargwa	Dargwa	Nakh-Daghestanian	blue			
Ashil'ta	42.772446	46.728853	Avar	Avar	Nakh-Daghestanian	yellow			
Ashil'ta	42.772446	46.728853	Avar	Avar	Nakh-Daghestanian	yellow			
Ingishi	42.77477	46.54264	Avar	Avar	Nakh-Daghestanian	yellow			
Ingishi	42.77477	46.54264	Avar	Avar	Nakh-Daghestanian	yellow			
Novo-Argvani	42.78174	46.60445	Avar	Avar	Nakh-Daghestanian	yellow			
Novo-Argvani	42.78174	46.60445	Avar	Avar	Nakh-Daghestanian	yellow			
Rikvani	42.782304	46.319372	Andi	Andic	Nakh-Daghestanian	orange3	rikv1238	рикванинский	[Sulejmanov 1957]
Rikvani	42.782304	46.319372	Andi	Andic	Nakh-Daghestanian	orange3	rikv1238	рикванинский	[Sulejmanov 1957]
Chirkata	42.783992	46.716609	Avar	Avar	Nakh-Daghestanian	yellow			
Chirkata	42.783992	46.716609	Avar	Avar	Nakh-Daghestanian	yellow			
Andi	42.7856	46.2639	Andi	Andic	Nakh-Daghestanian	orange3		andi1255		[Sulejmanov 1957]				
Andi	42.7856	46.2639	Andi	Andic	Nakh-Daghestanian	orange3		andi1255		[Sulejmanov 1957]					
Gunkha	42.78968	46.28275	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Gunkha	42.78968	46.28275	Andi	Andic	Nakh-Daghestanian	orange3	andi1255		[Sulejmanov 1957]
Mekhel'ta	42.798277	46.497361	Avar	Avar	Nakh-Daghestanian	yellow			
Mekhel'ta	42.798277	46.497361	Avar	Avar	Nakh-Daghestanian	yellow			
Gagatli	42.800361	46.292645	Andi	Andic	Nakh-Daghestanian	orange3	gaga1250	гагатлинский	[Sulejmanov 1957]
Gagatli	42.800361	46.292645	Andi	Andic	Nakh-Daghestanian	orange3	gaga1250	гагатлинский	[Sulejmanov 1957]
Staryy Sivukh	42.80278	46.43694	Avar	Avar	Nakh-Daghestanian	yellow			
Staryy Sivukh	42.80278	46.43694	Avar	Avar	Nakh-Daghestanian	yellow			
Erpeli	42.806119	46.973557	Kumyk	Kipchak	Turkic	grey60			
Erpeli	42.806119	46.973557	Kumyk	Kipchak	Turkic	grey60			
Gadari	42.807303	46.621237	Avar	Avar	Nakh-Daghestanian	yellow			
Gadari	42.807303	46.621237	Avar	Avar	Nakh-Daghestanian	yellow			
Tsilitl'	42.8125	46.4156	Avar	Avar	Nakh-Daghestanian	yellow			
Tsilitl'	42.8125	46.4156	Avar	Avar	Nakh-Daghestanian	yellow			
Argvani	42.8128	46.5792	Avar	Avar	Nakh-Daghestanian	yellow			
Argvani	42.8128	46.5792	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhniy Karanay	42.8281	46.9072	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhniy Karanay	42.8281	46.9072	Avar	Avar	Nakh-Daghestanian	yellow			
Kafyr-Kumukh	42.83754	47.15412	Kumyk	Kipchak	Turkic	grey60			
Kafyr-Kumukh	42.83754	47.15412	Kumyk	Kipchak	Turkic	grey60			
Danukh	42.84282	46.6275	Chechen	Nakh	Nakh-Daghestanian				
Danukh	42.84282	46.6275	Chechen	Nakh	Nakh-Daghestanian				
Khalimbekaul	42.8447	47.1406	Kumyk	Kipchak	Turkic	grey60			
Khalimbekaul	42.8447	47.1406	Kumyk	Kipchak	Turkic	grey60			
Nizhnie Ishkarty	42.84698	46.97147	Kumyk	Kipchak	Turkic	grey60			
Nizhnie Ishkarty	42.84698	46.97147	Kumyk	Kipchak	Turkic	grey60			
Nizhniy Karanay	42.84729	46.940488	Avar	Avar	Nakh-Daghestanian	yellow			
Nizhniy Karanay	42.84729	46.940488	Avar	Avar	Nakh-Daghestanian	yellow			
Verkhnie Ishkarty	42.84907	46.95309	Kumyk	Kipchak	Turkic	grey60			
Verkhnie Ishkarty	42.84907	46.95309	Kumyk	Kipchak	Turkic	grey60			
Artlukh	42.8631	46.6683	Avar	Avar	Nakh-Daghestanian	yellow			
Artlukh	42.8631	46.6683	Avar	Avar	Nakh-Daghestanian	yellow			
Takalay	42.89677	47.1644	Kumyk	Kipchak	Turkic	grey60			
Takalay	42.89677	47.1644	Kumyk	Kipchak	Turkic	grey60			
Novyy Khushet	42.900261	47.561244	Avar	Avar	Nakh-Daghestanian	yellow			
Novyy Khushet	42.900261	47.561244	Kumyk	Kipchak	Turkic	grey60			
Novyy Khushet	42.900261	47.561244	Tsez	Tsezic	Nakh-Daghestanian	brown1			
Novyy Khushet	42.900261	47.561244	Avar	Avar	Nakh-Daghestanian	yellow			
Novyy Khushet	42.900261	47.561244	Kumyk	Kipchak	Turkic	grey60			
Novyy Khushet	42.900261	47.561244	Tsez	Tsezic	Nakh-Daghestanian	brown1			
Imanaliroso	42.91429	46.76761	Avar	Avar	Nakh-Daghestanian	yellow			
Imanaliroso	42.91429	46.76761	Avar	Avar	Nakh-Daghestanian	yellow			
Agachaul	42.92306	47.46064	Kumyk	Kipchak	Turkic	grey60			
Agachaul	42.92306	47.46064	Kumyk	Kipchak	Turkic	grey60			
Akhsu	42.92342	46.694116	Avar	Avar	Nakh-Daghestanian	yellow			
Akhsu	42.92342	46.694116	Avar	Avar	Nakh-Daghestanian	yellow			
Tarki	42.94423	47.49527	Kumyk	Kipchak	Turkic	grey60			
Tarki	42.94423	47.49527	Kumyk	Kipchak	Turkic	grey60			
Chirkey	42.9633	46.9767	Avar	Avar	Nakh-Daghestanian	yellow			
Chirkey	42.9633	46.9767	Avar	Avar	Nakh-Daghestanian	yellow			
Kyakhulay	42.96839	47.48301	Avar	Avar	Nakh-Daghestanian	yellow			
Kyakhulay	42.96839	47.48301	Kumyk	Kipchak	Turkic	grey60			
Kyakhulay	42.96839	47.48301	Lak	Lak	Nakh-Daghestanian	violetred			
Kyakhulay	42.96839	47.48301	Avar	Avar	Nakh-Daghestanian	yellow			
Kyakhulay	42.96839	47.48301	Kumyk	Kipchak	Turkic	grey60			
Kyakhulay	42.96839	47.48301	Lak	Lak	Nakh-Daghestanian	violetred			
Al'burikent	42.97389	47.47111	Avar	Avar	Nakh-Daghestanian	yellow			
Al'burikent	42.97389	47.47111	Kumyk	Kipchak	Turkic	grey60			
Al'burikent	42.97389	47.47111	Avar	Avar	Nakh-Daghestanian	yellow			
Al'burikent	42.97389	47.47111	Kumyk	Kipchak	Turkic	grey60			
Almak	42.985693	46.580315	Avar	Avar	Nakh-Daghestanian	yellow			
Almak	42.985693	46.580315	Avar	Avar	Nakh-Daghestanian	yellow			
Semender	42.98833	47.40361	Avar	Avar	Nakh-Daghestanian	yellow			
Semender	42.98833	47.40361	Kumyk	Kipchak	Turkic	grey60			
Semender	42.98833	47.40361	Avar	Avar	Nakh-Daghestanian	yellow			
Semender	42.98833	47.40361	Kumyk	Kipchak	Turkic	grey60			
Burtunay	42.992004	46.630332	Avar	Avar	Nakh-Daghestanian	yellow			
Burtunay	42.992004	46.630332	Avar	Avar	Nakh-Daghestanian	yellow			
Gertma	42.996711	46.74415	Avar	Avar	Nakh-Daghestanian	yellow			
Gertma	42.996711	46.74415	Avar	Avar	Nakh-Daghestanian	yellow			
Dubki	43.02116	46.83746	Avar	Avar	Nakh-Daghestanian	yellow			
Dubki	43.02116	46.83746	Kumyk	Kipchak	Turkic	grey60			
Dubki	43.02116	46.83746	Avar	Avar	Nakh-Daghestanian	yellow			
Dubki	43.02116	46.83746	Kumyk	Kipchak	Turkic	grey60			
Korkmaskala	43.0225	47.2883	Kumyk	Kipchak	Turkic	grey60			
Korkmaskala	43.0225	47.2883	Kumyk	Kipchak	Turkic	grey60			
Guni	43.0311	46.6992	Avar	Avar	Nakh-Daghestanian	yellow			
Guni	43.0311	46.6992	Avar	Avar	Nakh-Daghestanian	yellow			
Akaytala	43.03176	46.92583	Avar	Avar	Nakh-Daghestanian	yellow			
Akaytala	43.03176	46.92583	Avar	Avar	Nakh-Daghestanian	yellow			
Shamkhal-Termen	43.03389	47.31053	Avar	Avar	Nakh-Daghestanian	yellow			
Shamkhal-Termen	43.03389	47.31053	Kumyk	Kipchak	Turkic	grey60			
Shamkhal-Termen	43.03389	47.31053	Avar	Avar	Nakh-Daghestanian	yellow			
Shamkhal-Termen	43.03389	47.31053	Kumyk	Kipchak	Turkic	grey60			
Ekibulak	43.04196	47.07152	Kumyk	Kipchak	Turkic	grey60			
Ekibulak	43.04196	47.07152	Kumyk	Kipchak	Turkic	grey60			
Khubar	43.0514	46.7547	Avar	Avar	Nakh-Daghestanian	yellow			
Khubar	43.0514	46.7547	Avar	Avar	Nakh-Daghestanian	yellow			
Tyube	43.051429	47.286806	Avar	Avar	Nakh-Daghestanian	yellow			
Tyube	43.051429	47.286806	Kumyk	Kipchak	Turkic	grey60			
Tyube	43.051429	47.286806	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Tyube	43.051429	47.286806	Avar	Avar	Nakh-Daghestanian	yellow			
Tyube	43.051429	47.286806	Kumyk	Kipchak	Turkic	grey60			
Tyube	43.051429	47.286806	Lezgian	Lezgic	Nakh-Daghestanian	#74C476			
Shamkhal	43.056632	47.344526	Avar	Avar	Nakh-Daghestanian	yellow			
Shamkhal	43.056632	47.344526	Kumyk	Kipchak	Turkic	grey60			
Shamkhal	43.056632	47.344526	Avar	Avar	Nakh-Daghestanian	yellow			
Shamkhal	43.056632	47.344526	Kumyk	Kipchak	Turkic	grey60			
Dylym	43.0703	46.6386	Avar	Avar	Nakh-Daghestanian	yellow			
Dylym	43.0703	46.6386	Avar	Avar	Nakh-Daghestanian	yellow			
